Date,ProductAsin,RatingScore,ReviewDescription,ReviewId,ReviewReaction,ReviewTitle,ReviewUrl,TotalCategoryRatings,TotalCategoryReviews,Variant
2024-06-16,B0CPSSKZXQ,2,Audio quality: Good. Speaker is clear and loud.Mic quality: Too bad. My use case was to take calls. People on the other side complained of muffled voice across calls. Can't return the item.,R2JZUQ42DPF2CP,0,God speaker with bad mic,https://www.amazon.in/gp/customer-reviews/R2JZUQ42DPF2CP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPSSKZXQ,1813,564,Colour: Rustic OliveStyle Name: VIBE 2
2024-07-23,B0CPSSKZXQ,2,Costly,R1RUQTRDI81FJI,0,Sound in,https://www.amazon.in/gp/customer-reviews/R1RUQTRDI81FJI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPSSKZXQ,1813,564,Colour: Rustic OliveStyle Name: VIBE 2
2024-07-04,B0CPSSKZXQ,2,Sound is very low. Not even enough for small 10*10 room,R20VN6K7EI0374,0,Sound,https://www.amazon.in/gp/customer-reviews/R20VN6K7EI0374/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPSSKZXQ,1813,564,Colour: Wandering BlackStyle Name: VIBE 2
2024-06-03,B0CPSSKZXQ,5,satisfied,R2ZWR0KVJON3B5,3,Sound awesome best bass,https://www.amazon.in/gp/customer-reviews/R2ZWR0KVJON3B5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPSSKZXQ,1813,564,Colour: Rustic OliveStyle Name: VIBE 2
2020-12-13,B0CPSSKZXQ,5,"I fairly took 4 days before coming to a conclusion. Read carefully.Noise vibe 5w is awesome piece for the features it offers in price range.A quick comparison with portronics vibe (8 W) & zakk lounge (10W) because all are priced at 1400 rs approx :Portronics vibe was launched way back in October 2018, it's a feature packed 8W speaker have all features including FM, it is still a best choice for pure sould listeners, it doesn't offer boosted bass, but has more balanced sound with clear instrument separation.Zakk lounge is a 10W speaker at 1400rs, it has sd slot but not FM. I can fairly say this speaker beats a 2.1 system in loudness of audio, sometimes feels like a 20 w speaker. If someone wants loud sound and can compromise on portability, this is the best speaker on amazon at present because it runs on 7.4 V battery instead of 3.7V, no other 10 W speaker on 3.7 V come close to this. I rarely charge this speaker, because of it's monster battery inside. It has no competition in 10W speaker range. One can blindly go for it.Among all speakers, for clear sound i will choose portronics vibe over others. That doesn't mean others are not good.Noise speaker has best build among all, i couldn't find any 1300 rs speaker with such an amazing built. Overall this is the best 5w speaker available in market right now. It's loudness is similar to portronics 8w speaker.For more loud sound listeners zakk lounge is clear winner among all. It fills my 10*12 room like a home theatre.",R31ZC0UTCHU620,49,Best 5w speaker available on Amazon,https://www.amazon.in/gp/customer-reviews/R31ZC0UTCHU620/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPSSKZXQ,1813,564,Colour: Rose BeigeStyle Name: Vibe
2023-01-12,B0CPSSKZXQ,4,"So far, I've used many such speakers. But this is the best one I found. It's mic quality is incomparable & can talk easily by putting on table. BT connectivity & sound are amazing provided while I played in big room. It gives an impression of big size speakers.Rest I bought grey color because of it's lesser price than the black one. Now both are available at the same price....huh.....",R3BJGVEV4LBA0W,4,"Excellent sound, mic, BT...& light weight",https://www.amazon.in/gp/customer-reviews/R3BJGVEV4LBA0W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPSSKZXQ,1813,564,Colour: Olive GreenStyle Name: Vibe
2024-06-01,B0CPSSKZXQ,1,"When connecting to a call, the sound of the speaker is not good. There is echo in the sound, and the sound is bursting",R1W1QCRKMFOD9R,0,Speaker,https://www.amazon.in/gp/customer-reviews/R1W1QCRKMFOD9R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPSSKZXQ,1813,564,Colour: Rustic OliveStyle Name: VIBE 2
2024-06-03,B0CPSSKZXQ,1,Speaker sound is too much low and they are not returning or refunding I don't expect this from Amazon,R3QQ5YIENE3ZT0,0,Worth of money,https://www.amazon.in/gp/customer-reviews/R3QQ5YIENE3ZT0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPSSKZXQ,1813,564,Colour: Rustic OliveStyle Name: VIBE 2
2021-07-10,B0CPSSKZXQ,4,Product is quite okay. Loved the colour as expected but not satisfied with the volume as according to me sound is quite okay. As I was expecting that the product would have great volume quality.  I liked the product as it is very handy with lovely olive green colour and happy to add a new member in our family.  ,RM0W8GB6HCBWI,0,Good product.,https://www.amazon.in/gp/customer-reviews/RM0W8GB6HCBWI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPSSKZXQ,1813,564,Colour: Olive GreenStyle Name: Vibe
2020-12-22,B0CPSSKZXQ,5,"Very satisfied with the product. It has weight to it and is very sturdy as well. I am a musician and I can say with confidence that this has a balanced sound. The bass is sufficient enough for the small size. It doesn’t take a genius to know that there’s only so much a 1,200/300 speaker can dish out. I’d say there’s honestly no other speaker which has impressed me as much as the VIBE 5W in this price range. The battery is good and the design is very very aesthetically pleasing.Summary- “JUST GO FOR IT!!”P.s. a personal feedback to the good people at NOISE. I think there is great potential for an eq option in the device. If that is ever implemented in future models, that would be BLISS. God Bless You all.",R23K7V99FX0XH5,0,A Pleasant Surprise,https://www.amazon.in/gp/customer-reviews/R23K7V99FX0XH5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPSSKZXQ,1813,564,Colour: Midnight BlackStyle Name: Vibe
2024-06-13,B0CPST86DK,1,tf card not working,RT8P0HEKVVROZ,1,DONT BUY TF card not working.,https://www.amazon.in/gp/customer-reviews/RT8P0HEKVVROZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPST86DK,1813,564,Colour: Safari BeigeStyle Name: VIBE 2
2021-06-25,B0CPST86DK,4,It’s awesome product sound clarity battery backup and design and look is awesome… o will give for this product for 5 out of 5… only one disadvantage is fm is not working properly… fetching signal this product have some issue … otherwise this product is good,R35NR6I2W1EM6T,1,Good product must buy,https://www.amazon.in/gp/customer-reviews/R35NR6I2W1EM6T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPST86DK,1813,564,Colour: Olive GreenStyle Name: Vibe
2020-12-13,B0CPST86DK,5,"It's battery longing  more than I checked the duration of battery it is more than 9 hours what the company claims I checked when the battery will drain out.it takes me lot of time to become  zero but it has taken lot of time, it is more than 10 hours. So I am satisfied with this, and look also nice and sound quality is vibrant, it looks small but its sound reaches every corner of my house and is having high pitch. The  product is nice.",R2140AO7H24EVY,1,Good product it will satisfy your need of music,https://www.amazon.in/gp/customer-reviews/R2140AO7H24EVY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPST86DK,1813,564,Colour: Olive GreenStyle Name: Vibe
2023-04-20,B0CPST86DK,5,Nice product with great price value .- sound quality is decent and bass is avg.- easily affordable- easy to carry wherever u going.- good productThx amazon-,R1KQ4EAIHVWLFU,0,Good product,https://www.amazon.in/gp/customer-reviews/R1KQ4EAIHVWLFU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPST86DK,1813,564,Colour: Midnight BlackStyle Name: Vibe
2021-06-21,B0CPST86DK,5,"This is the most perfect speaker. I did a lot of research and there are speakers with good noise like Jbl but there is no bass. Then there are speakers by claver, they high great bass but not much clarity when you play cheap bollywood songs. Then there is Noise, a perfect combination of clarity and bass. This is the best speaker among all. For best voice experience, try lofi music  great product!",R1KDC8IADTTDAK,0,Perfect combination of bass and clarity,https://www.amazon.in/gp/customer-reviews/R1KDC8IADTTDAK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPST86DK,1813,564,Colour: Olive GreenStyle Name: Vibe
2020-12-27,B0CPST86DK,4,"Very good product under 1500 range. Premium quality design and the sound is loud enough for a master bedroom. Bass is average and the vocals are clear.If you are buying mainly for FM radio purpose, then please avoid this. It's very hard to get the signal and setup a channel.",R2G5RTXRMLBFDX,0,Premium Build,https://www.amazon.in/gp/customer-reviews/R2G5RTXRMLBFDX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPST86DK,1813,564,Colour: Olive GreenStyle Name: Vibe
2020-12-21,B0CPST86DK,5,"Great product, loved the premium feel & looks, the sound fills an entire room, bass is good for such a size, audio is crisp & clear even at full volume, no distortion, if you are looking for great audio experience while washing dishes this is the product for you. This proves size doesn't matter when it comes to listening to great music on such great speaker device at such low a cost.P.S.- not suitable for head bangers",R29E01OPYL00XU,2,Quite a earfull.,https://www.amazon.in/gp/customer-reviews/R29E01OPYL00XU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPST86DK,1813,564,Colour: Rose BeigeStyle Name: Vibe
2020-12-06,B0CPST86DK,4,"It’s pretty good speakers. I bought it on the day of it’s launch as I was looking for something which looks good, portable and decent sound. It fulfills all of them. Just bass is less but I wasn’t expecting much as it’s just 5W. Rest I will update my review after using it for few days.",R1SIHUSF0WSR2P,17,"Worth buy given the price, looks and quality.",https://www.amazon.in/gp/customer-reviews/R1SIHUSF0WSR2P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPST86DK,1813,564,Colour: Stone GreyStyle Name: Vibe
2022-04-22,B0CPST86DK,4,"Sturdy product, battery performance is good, FM is not upto the mark. OK to try this product.Best for calling purposes.!",RZ4FL7ZXY8IAL,0,"Best for video calling, may be disappointment with music listeners",https://www.amazon.in/gp/customer-reviews/RZ4FL7ZXY8IAL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPST86DK,1813,564,Colour: Stone GreyStyle Name: Vibe
2021-01-23,B0CPST86DK,5,"Pros:1:Build=5/52:Functions=5/5( BT; FM; AUX; SD card; MIC_for_Call=&=Assists )3:Sound=4.5/54:Battery Output=5/55:Charging=5/5Cons1: Accessories ==2/5-------[ Too Poor Quality Charging Cable\\Aux Cable ]2: Malfunctioning Sometimes3: Sometimes Range of Bluetooth( V5.0)---------Discontinue Before--10Mtrs*****Excepts above 3 Issue we can Fully Enjoyed SD card mode for 5 days with 55% volume##Which is Beats its Competitor Very Easily#####On Device Clear LED Indication of Charging status>>  ""RED""== << Battery is Charging >>  >> ""GREEN""== << FULL Charged >>",RIUW8HIPEKM9H,3,"ᏔᎤᏒᎢHᎩ ᎯᏪᎠᎥᎾ ᏴᏪᎠᎠᎽ "" ᏉᎥᏴᏋ 5Ꮤ """,https://www.amazon.in/gp/customer-reviews/RIUW8HIPEKM9H/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0CPST86DK,1813,564,Colour: Rose BeigeStyle Name: Vibe
2023-12-21,B0B51CFSC3,5,"Product comes in a compact small pack. It was totally sealed.1st hand feel:•Product seems better than most of the earphone which are around 1200 RS range.•The design is unique andmakes it seem expensive.•The quality of case is okish, the slider is good but not great, I mean it feels it would break easily if not taken care of well.• You get the buds with case, extra eartips of different sizes, manual and warranty card, along with the charging cable.Functional Review:•The insta connect feature is fast, it connects as soon as you open the case.•The sound is good compared to an earbud under 1000, it better than average.•The case must be taken care of, as it seems little weak.•The sound quality is good but again not great, according to price it good.•It is connecting well enough so it giving good response to that too.It the day one of the product, I shall edit and give and update after few months too for future buyers.Hope it helps.Thanks",R3D9Z112Y3FG87,67,HONEST REVIEW OF Noise vs402,https://www.amazon.in/gp/customer-reviews/R3D9Z112Y3FG87?ASIN=B0B51CFSC3,10973,3648,Colour: Neon BlackStyle Name: Buds VS402
2024-06-30,B0B51CFSC3,4,"Build quality of product is ok as compared to price, also sound was ok",RE77MX79F9HTA,1,In this price range product was good,https://www.amazon.in/gp/customer-reviews/RE77MX79F9HTA?ASIN=B0B51CFSC3,10973,3648,Colour: Neon BlackStyle Name: Buds VS402
2024-02-16,B0B51CFSC3,1,"Title: Disappointing Experience with Noise Buds 402**Introduction:**As an avid music lover and frequent user of earbuds, I was excited to try out the Noise Buds 402. However, my experience with these earbuds left much to be desired.**Product Overview:**The Noise Buds 402 are marketed as affordable wireless earbuds with decent sound quality and convenient features such as touch controls and a compact charging case.**Specific Issues Encountered:**Unfortunately, I encountered several issues with these earbuds that made using them a frustrating experience.**Sound Quality:**The sound quality of the Noise Buds 402 is subpar at best. Despite claims of clear and crisp audio, I found the sound to be muffled and lacking in detail. The bass was particularly weak, making music sound flat and unexciting.**Build Quality:**The build quality of the earbuds themselves also left much to be desired. They felt cheaply made and flimsy, with the plastic casing showing signs of wear after only a few uses. Additionally, the earbuds would occasionally disconnect from each other, disrupting my listening experience.**Battery Life:**While the battery life of the Noise Buds 402 is decent, lasting around 4-5 hours on a single charge, it falls short of the advertised 6-hour battery life. Moreover, the charging case provided only one additional charge, limiting the overall usage time when on the go.**Connectivity Issues:**I experienced frequent connectivity issues with these earbuds, with the Bluetooth connection dropping out intermittently, even when my device was in close proximity. This made it impossible to enjoy music or take calls without constant interruptions.**Conclusion:**In conclusion, I cannot recommend the Noise Buds 402 to others based on my experience. The subpar sound quality, flimsy build, short battery life, and connectivity issues make these earbuds a poor investment. I would advise potential buyers to look elsewhere for a more reliable and higher-quality buds any Brand,, Money Never comes Easley,,,,",R1ZXINLJB8V1ES,28,"its very cheep quality Technicalities, its not worthy of money its suitable for  RS 599/- Only",https://www.amazon.in/gp/customer-reviews/R1ZXINLJB8V1ES?ASIN=B0B51CFSC3,10973,3648,Colour: Neon WhiteStyle Name: Buds VS402
2024-07-08,B0B51CFSC3,5,Nice product,R21JQ071TT2CI8,0,Nice product,https://www.amazon.in/gp/customer-reviews/R21JQ071TT2CI8?ASIN=B0B51CFSC3,10973,3648,Colour: Jet BlackStyle Name: Buds VS401
2024-06-05,B0B51CFSC3,3,"have good performance for casual user , is quite durable cause ive dropped the bud many times and it is working fine, connectivity is also quite good, but mic quality is not good enough you can clearly hear but the response can't be heard by the other person",R32I4HWKV8KE76,2,calling is way bad in it,https://www.amazon.in/gp/customer-reviews/R32I4HWKV8KE76?ASIN=B0B51CFSC3,10973,3648,Colour: Neon WhiteStyle Name: Buds VS402
2024-07-28,B0B51CFSC3,5,This product sound quality very good and better than otherAn looking ,R2QOVIMDPBBBOO,0,This product very well worked,https://www.amazon.in/gp/customer-reviews/R2QOVIMDPBBBOO?ASIN=B0B51CFSC3,10973,3648,Colour: Neon BlackStyle Name: Buds VS402
2024-04-06,B0B51CFSC3,4,Just loved the look and packaging of earbuds although Noise cancellation is not there but quality is good,RQF8YDL762L0G,2,Noise quality is good,https://www.amazon.in/gp/customer-reviews/RQF8YDL762L0G?ASIN=B0B51CFSC3,10973,3648,Colour: Neon BlackStyle Name: Buds VS402
2024-08-06,B0B51CFSC3,5,The airpods are amazing. Work so well and charging doesn't go quickly. Looks cool! Volume is adjustable and bass is the best!,RT3WBVLURH1TI,0,Fabulous!,https://www.amazon.in/gp/customer-reviews/RT3WBVLURH1TI?ASIN=B0B51CFSC3,10973,3648,Colour: Calm BeigeStyle Name: Buds VS401
2024-08-03,B0B51CFSC3,4,This product is amazing & sound quality is very nice,R1UEP889T0QVVL,0,Best Quality,https://www.amazon.in/gp/customer-reviews/R1UEP889T0QVVL?ASIN=B0B51CFSC3,10973,3648,Colour: Neon WhiteStyle Name: Buds VS402
2024-08-02,B0B51CFSC3,4,Good product,R1LRIJYKYD1V13,0,Good performance,https://www.amazon.in/gp/customer-reviews/R1LRIJYKYD1V13?ASIN=B0B51CFSC3,10973,3648,Colour: Calm BeigeStyle Name: Buds VS401
2022-12-04,B0B9788XQ2,5,"So it’s been a day since I’ve started using these and these are the ratings I’m giving them:Overall Sound Quality: 9/10Call Quality: 9/10Bass: 9/10Mids: 9/10Trebles: 8/10Comfort: 7/10Portability: 10/10Looks: 9/10Packaging: 9/10Touch Controls: 8/10And here are some of the pros and cons I found out:Pros: 1. The battery life on these seem to be pretty good cause after using them for around 5 hours the still had 30% left, however since I’ve been using them for a day I don’t know how  long the charging case would last with a full charge. 2. They look absolutely amazing. The simplistic design makes them stand out even more. Do keep in mind the fact that they sort of look similar to the Apple AirPods(3rd generation) bud are also unique in their own way. 3. The unboxing experience was also very satisfactory, as if I was unboxing some weird-named expensive earbuds. 4. They sound pretty decent and crisp, with a ton of bass. So yes, bass lovers can consider this as an option. 5. They have a dedicated reset button which is way better than having to “long press” both earbuds to reset them. 6. As these require no rubber ear tips for use, a major concern of mine has been solved: losing the ear tips. 7. The calling experience I had with these was 10/10. I could hear the other person very well, with them being able to hear me clearly, thanks to the quad mic setup with ENC.Cons: 1. Even though I’m happy with the fact that they don’t have rubber ear tips, the lack of the same results in reduced comfort. While I was listening to my playlist, my ears started to hurt just a few songs in. 2. Due to the matte finish on the earbuds case, they get scratches very easily which appears more prominent in certain angles. Thankfully I bought the white ones, which manage to hide them pretty well. 3. Touch controls are a bit too sensitive and get triggered pretty easily, which is sort of inconvenient when you’re trying to adjust the in your ear.And that sums it up. I hope this review helped and thank you for reading:))))",R393V8DFKFWFRC,14,A great pair of earbuds!,https://www.amazon.in/gp/customer-reviews/R393V8DFKFWFRC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B9788XQ2,4892,1718,Colour: Snow White
2023-10-03,B0B9788XQ2,4,"Earphones are loud, Connects fast, fits in ear perfectly, do not fall off during routine activities, comfortable for 3-4hrs wear.Case is light weight and small to fit in your key/change pocket in jeans. Charging lasts all day for music listening and Office calls. Like me if you are not comfortable in silicone in ear ones, you can go for this one.Cons1. Does not connect multiple devices at same time2. Noise cancellation is not there, but is loud enough to cover for outside sound3. Mic is below average, in closed room other person will hear your voice muffled4. Touch controls need improvement, does not work 100% for me",R1E776HWG62P5S,1,Good at this price range,https://www.amazon.in/gp/customer-reviews/R1E776HWG62P5S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B9788XQ2,4892,1718,Colour: Jet Black
2023-06-09,B0B9788XQ2,1,"This is my first noise purchase and I was first very happy with the product. Audio quality is super and everything but the issue is that the battery life of left bud is less than the right. Once charged full and taken out together of the pod, the left always drains out and the right one still has around 30 percent left. I will try and reach out for replacementEdit: I got the replacement after 7+ days. Now both the buds have their own Bluetooth signal. You can choose if you want to connect with left bud or right but can't have both working at the same time. Called noise support at 6.15 (they close at 6.30) but their recorded message indicated that I called after their office hours. ABSOLUTELY TERRIBLE AND STRESSFUL EXPERIENCEEDIT (After 5 months of experience): The issue with connectivity was resolved after reset. However after 5 months of use, the buds do not charge above 80% no matter what you do. The pod is left to charge for more than 11 hours. I assume that the pod is 100% charged but when you take out buds even after leaving them in the pod overnight, they are never above 80%. I hope this will help you in making your decision",R30WJ2BMBL3KAQ,5,Decent Product but a little problem.. edit: waste of money and time,https://www.amazon.in/gp/customer-reviews/R30WJ2BMBL3KAQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B9788XQ2,4892,1718,Colour: Jet Black
2023-06-04,B0B9788XQ2,5,"So, I'm particularly someone who loves all types of half-in earbuds and dislikes the in-ear earbuds, my ears are sensitive to it(it pains for me). So I bought this for around 1099(while on offer). I love the color and the main reason why I bought it. The sound quality is amazing, normally with half-in earbuds the sound quality is lower then in-earbuds, but this one's completely not it. Everything sounds crisp for the price tag it came. The bass really surprised me because its quite better than expected. The battery is quite long lasting goes on for multiple days. The fit overall is good doesn't feel like its gonna fall of or something. Overall this are quite good for the price, very pocket friendly, you can get it in black or white too. One thing i would like to add is that its not completely noise cancelling. While outside you'll definitely feel some amount of noise coming in(on lower-mid volume) but it's not enough to distract you from whatever you're listening.",R2CXGE3NT7TCQC,4,Great Sound and the color is cute.,https://www.amazon.in/gp/customer-reviews/R2CXGE3NT7TCQC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B9788XQ2,4892,1718,Colour: Mint Green
2023-10-09,B0B9788XQ2,3,"I bought these earphones 2 months ago and use them almost daily.There is no issue in battery backup and sound quality, it is very good, charging is also very good, it can be used comfortably for a week on a single charge.But their mic troubled me a lot, the sound does not pass through the mic properly. If the mic also started working properly then I would have given 5 stars to this product.",R1JRWOFFNTSDIR,1,Mic not working properly,https://www.amazon.in/gp/customer-reviews/R1JRWOFFNTSDIR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B9788XQ2,4892,1718,Colour: Jet Black
2024-07-22,B0B9788XQ2,5,I generally post review for those item only with which I have bad experience. But this one has such a amazing  sound. I couldn't stop myself from posting this review. 5 out of 5 for sound.,R19CLAMZWKSJQY,0,Amazing Sound,https://www.amazon.in/gp/customer-reviews/R19CLAMZWKSJQY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B9788XQ2,4892,1718,Colour: Mint Green
2022-10-15,B0B9788XQ2,4,"My first impressions: Overall the packaging quality looked professional. On opening the box, you’re greeted with a welcome card along with a warranty registration & couple of decent stickers which you can see in the above attached photos. They have used good quality of plastics in the product. The outer charging case looks sleek & stylish, almost like a pebble stone. It definitely scores high on aesthetics. It gives an impression of AirPods at first look but yet looks distinct.Fitting: Since it’s an open fit design, it sits comfortably in the ear. I had no issue of them falling out from ears with rigorous head shakes. The ear buds are quite light in weight so a complete thumbs-up for that.Music: Noise Buds Pro come with 14.3mm sound drivers which are good enough for an open fit earphone like this. Music sounds slightly flat, but they don’t crack at large volumes. Can’t expect more at this price point. The touch controls on both the buds are very sensitive & they function quite efficiently.Calls: I initially tried recording voice memos with these buds, but the sound captured was low, so had to increase my volume to hear it while Play-backing the notes. The quad mics & noise cancellation feature  cancels the external sounds but makes the voice isolated. At this price point, don’t expect too much. You’ll have to speak a bit louder for the other person to hear your voice clearly. So far have used it once in Zoom call, and the other side could hear me decently. So no complaints on that front. I’m still using the product so these are first impressions only. Haven’t tried it outside on noisy places.Battery: With full charge, I could get around 5.5 hours of playback time. And with 5 mins of charge gave 90 mins of playback time.Latency: I’m using this product with an iPhone, so the Bluetooth connectivity is quite good. I didn’t witness any lag in the videos or music played so far. Also the connection is stable because of Bluetooth 5.3.These are my honest comments on using the product from last 3 days. If you’re looking for a budget, open-fit earphone for movies & music, you can definitely go for it. Not that impressive for office calls  It has good looks for sure, has a cute case which you would love to carry & gives an impression of an expensive brand. I really appreciate the efforts taken by Noise Brand to design such value-for-money, stylish & technologically efficient products to masses.",RVHG8AZ9SUPD7,76,This was a pleasant surprise. A great value for money — earbuds!,https://www.amazon.in/gp/customer-reviews/RVHG8AZ9SUPD7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0B9788XQ2,4892,1718,Colour: Snow White
